pm25,pm10,no2,co,so2,temperature,humidity,wind_speed,aqi
113.86051779345189,114.1000243671467,132.27055649780132,1.332654668483058,45.378814017232486,19.027572194962563,41.73997773752055,12.635741394761723,105.87517181311831
296.9565466814535,152.25974308138177,18.36671838497382,1.2181120577321787,39.08620497165175,15.014029446079215,88.3786428252183,25.18700119426266,176.21423618970027
208.45113218835,360.3111815320763,134.40389926120133,0.8070799726015032,20.69658211475899,22.215212157966256,39.186806746331904,17.70760095779083,224.86511411664276
285.2043934436304,387.31644394052086,56.07032912450191,2.0749115183050493,5.278974561354439,16.968200943715022,46.15622545831246,5.756301393070703,265.21847300957904
51.341400959603526,188.50685907769673,54.042268677969304,2.9178704778228375,23.112967014204596,26.04402930757504,65.4353794643151,17.433187340936893,119.08065591747075
120.82044770144509,141.97887734354117,81.69240073781295,0.6920026883431123,43.22923787026739,15.964855908594398,66.61071457419851,15.179499874711905,101.4629093514252
170.87222295188275,219.91572503558598,141.69662628125243,1.8719265360434092,33.49699641948144,25.252179299338813,39.23844778462974,11.95924005589152,160.45825955404794
32.25983794773403,281.3522984189792,16.68939105539675,1.3877181560887333,38.63639210019753,14.721355446066028,77.62304554711274,3.58891318548211,111.09358998390631
11.21435865210778,123.92031584249233,59.31233650990434,1.4507284208850615,78.54861646730372,30.12924128457355,77.1121720747695,12.501259915416895,82.80894559508786
204.42595680110608,299.85980635524766,129.920078415667,0.9116123843578803,31.27042780019957,32.61813053324272,44.23906225223347,2.1828712871888136,191.3453668399615
196.12765987241625,39.629795703563595,65.44762684096534,2.5103776518519734,38.91372045200809,13.311827027498014,47.319978160527626,2.9630715419625373,129.6013674258343
129.1287548998874,38.731907250478244,37.881965663589384,1.558715691612275,15.013666351461467,24.034072361120174,86.27927192756982,12.47749598798148,92.63811192391475
151.99678204928946,166.7893279553072,69.47118538639765,1.7215363861551394,8.596829932774073,12.126151019646208,79.54028675876869,9.16144445905391,118.83631285720631
130.47847017170596,154.31981298307383,63.977350208833705,1.0533305558325121,63.155713594437096,27.94547336626007,71.86782198375143,27.766329775866705,117.30400335771832
